ID,Address,Short PC,PC,Price_£,Offer,Period,Status,House Type,Bed,Bath,Recpt,Heating,Windows,Window Type,Garage Description,Garage Size,Garage Type,Driveway,Parking,Garden,Basement,Roofspace,Conservatory,EPC Rating,Rates,Acres,sq ft,Listing Date,Time at this price,Description,URL,Date stamp
356978,"2 Bed Apartment Type B, The Obel, Donegall Quay, City Centre, Belfast",,,167750,,,For sale,Apartment,2,2,1,,,unknown,,,,,Y,,,,,,,,,,,2 Bed Apartment For Sale,http://www.propertypal.com/2-bed-apartment-type-b-the-obel-donegall-quay-city-centre-belfast/356978,20160507
97,"Millreagh (Antrim Construction Company), Dundonald",,,199950,,,,,,,,,,unknown,retractable,single,detached,Y,Y,Y,,Y,,,,,,,,5 new homes with 3-4 bedrooms For Sale,http://www.propertypal.com/millreagh-antrim-construction-company-dundonald/d97,20160507
364816,"5 Lyndhurst View Park, North Belfast, Belfast",BT1,BT1 3XZ,175000,Offers around,,For sale,Semi-detached house,3,1,2,oil,upvc double glazed windows,double,matching,single,detached,Y,Y,Y,,,Y,,,,,,52,3 Bed Semi-detached house For Sale,http://www.propertypal.com/5-lyndhurst-view-park-north-belfast-belfast/364816,20160507
364420,"66 Custom House Square, 4 Ulster Street, Belfast City Centre, Belfast",BT1,BT1 3ES,130000,Offers over,,For sale,Apartment,1,,,,,unknown,,,,,,,,,,B81/B81,,,,,309,1 Bed Apartment For Sale,http://www.propertypal.com/66-custom-house-square-4-ulster-street-belfast-city-centre-belfast/364420,20160507
362513,"48 Queens Square, Belfast",BT1,BT1 3FF,175000,Asking price,,For sale,Apartment,2,2,1,gas,,unknown,,,,,Y,,,,,,,,,,893,2 Bed Apartment For Sale,http://www.propertypal.com/48-queens-square-belfast/362513,20160507
351871,"The Granary Building, James Clow, Princes Dock Street, Belfast",,,115000,,,For sale,Apartment,2,,1,gas,,unknown,,,,,Y,,,,,B81/B84,,,,,,2 Bed Apartment For Sale,http://www.propertypal.com/the-granary-building-james-clow-princes-dock-street-belfast/351871,20160507
351869,"The Merchant Building, James Clow, Princes Dock Street, Belfast",,,117500,,,For sale,Apartment,2,,1,gas,,unknown,,,,,Y,,,,,B84/B86,,,,,,2 Bed Apartment For Sale,http://www.propertypal.com/the-merchant-building-james-clow-princes-dock-street-belfast/351869,20160507
358507,"34 Custom House Residence, 4 Ulster Street, Belfast",BT1,BT1 3EW,199950,Asking price,,For sale,Apartment,2,,1,gas,,unknown,,,,,Y,,,,,B83/B84,,,,,589,2 Bed Apartment For Sale,http://www.propertypal.com/34-custom-house-residence-4-ulster-street-belfast/358507,20160507
357164,"Apt 33 Queens Square, Belfast",BT1,BT1 3FF,166500,Asking price,,For sale,Apartment,2,,1,gas,,unknown,,,,,Y,,,,,B81/B83,,,,,614,2 Bed Apartment For Sale,http://www.propertypal.com/apt-33-queens-square-belfast/357164,20160507
356959,"2 Bed Apartment Type A, The Obel, Donegall Quay, City Centre, Belfast",,,176000,,,For sale,Apartment,2,2,1,,,unknown,,,,,Y,,,,,,,,,,,2 Bed Apartment For Sale,http://www.propertypal.com/2-bed-apartment-type-a-the-obel-donegall-quay-city-centre-belfast/356959,20160507
356940,"1 Bed Apartment, The Obel, Donegall Quay, City Centre, Belfast",BT1,BT1 3NH,134000,Asking price,,For sale,Apartment,1,1,1,,,unknown,,,,,Y,,,,,,,,,,,1 Bed Apartment For Sale,http://www.propertypal.com/1-bed-apartment-the-obel-donegall-quay-city-centre-belfast/356940,20160507
356542,"74 Queens Square, Belfast",BT1,BT1 3FF,174950,Price,,For sale,Apartment,2,2,1,,,unknown,,,,,Y,,,,,,,,,,340,2 Bed Apartment For Sale,http://www.propertypal.com/74-queens-square-belfast/356542,20160507
355153,"Apartment 302 4 College Avenue, City Centre, Belfast",BT1,BT1 6BB,89950,Offers over,,For sale,Apartment,1,1,,gas,,unknown,,,,,,,,,,,,,,,444,1 Bed Apartment For Sale,http://www.propertypal.com/apartment-302-4-college-avenue-city-centre-belfast/355153,20160507
353689,"Apt 48 Clarendon Quay, 2 Pilot Place, Belfast",BT1,BT1 3AG,120000,Guide price,,For sale,Apartment,2,1,1,,,unknown,,,,,Y,,,,,C80/B85,,,,,496,2 Bed Apartment For Sale,http://www.propertypal.com/apt-48-clarendon-quay-2-pilot-place-belfast/353689,20160507
352113,"411 Saint Annes Square, Belfast City Centre, Belfast",BT1,BT1 2LD,189950,Asking price,,For sale,Apartment,2,,1,gas,,unknown,,,,,Y,,,,,B83/B86,,,,,485,2 Bed Apartment For Sale,http://www.propertypal.com/411-saint-annes-square-belfast-city-centre-belfast/352113,20160507
351643,"Apt 215 Saint Anne's Square, Hector Co, 18 Talbot Street, Belfast",BT1,BT1 2LD,180000,Guide price,,For sale,Apartment,2,2,1,,,unknown,,,,,Y,,,,,B83/B85,,,,,566,2 Bed Apartment For Sale,http://www.propertypal.com/apt-215-saint-annes-square-hector-co-18-talbot-street-belfast/351643,20160507
350451,"Apt 10 Queens Square, Belfast",BT1,BT1 3FF,159950,Asking price,,For sale,Apartment,2,,1,gas,,unknown,,,,,Y,,,,,C79/B82,,,,,330,2 Bed Apartment For Sale,http://www.propertypal.com/apt-10-queens-square-belfast/350451,20160507
350429,"Apt 2, Merchant Building, James Clow, Belfast",BT1,BT1 3DS,149950,Asking price,,For sale,Apartment,2,,1,,,unknown,,,,,Y,,Y,,,B81/B83,,,,,523,2 Bed Apartment For Sale,http://www.propertypal.com/apt-2-merchant-building-james-clow-belfast/350429,20160507
343759,"54 Custom House Residence, Custom House Residence, Custom House Square, Belfast",BT1,BT1 3ES,165000,Asking price,,For sale,Apartment,1,1,1,gas,,unknown,,,,,,,Y,,,,,,,,,1 Bed Apartment For Sale,http://www.propertypal.com/54-custom-house-residence-custom-house-residence-custom-house-square-belfast/343759,20160507
343753,"74 Custom House Residence, Belfast, Bt1 3Es, Custom House Residence, C...Belfast",BT1,BT1 3ES,225000,Asking price,,For sale,Apartment,2,2,1,gas,,unknown,,,,,Y,,Y,,,,,,,,,2 Bed Apartment For Sale,http://www.propertypal.com/74-custom-house-residence-belfast-bt1-3es-custom-house-residence-cbelfast/343753,20160507
59771,"Apt 11 College Gate, 29 College Square North, Belfast",BT1,BT1 6AS,150000,Guide price,,For sale,Apartment,3,2,1,gas,pvc double glazed windows,double,,,,,Y,,,,,C79/B82,,,,,279,3 Bed Apartment For Sale,http://www.propertypal.com/apt-11-college-gate-29-college-square-north-belfast/59771,20160507
338871,"40 St Johns Wharf, Belfast",BT1,BT1 3LT,175000,Asking price,,For sale,Apartment,3,2,1,gas,,unknown,,,,,Y,,,,,,,,,,405,3 Bed Apartment For Sale,http://www.propertypal.com/40-st-johns-wharf-belfast/338871,20160507
338518,"54 Custom House Residence, 4 Ulster Street, Belfast",BT1,BT1 3ES,155000,Asking price,,For sale,Apartment,1,,1,gas,,unknown,,,,,,,Y,,,B87/B89,,,,,125,1 Bed Apartment For Sale,http://www.propertypal.com/54-custom-house-residence-4-ulster-street-belfast/338518,20160507
334937,"904 College Court Central, King Street, Belfast",BT1,BT1 6BD,115000,Offers around,,For sale,Apartment,2,2,1,gas,,unknown,,,,,,,,,,,,,,,362,2 Bed Apartment For Sale,http://www.propertypal.com/904-college-court-central-king-street-belfast/334937,20160507
332835,"30 St Johns Wharf, 1-3 Laganbank Road, Belfast",BT1,BT1 3LX,149950,Offers around,,For sale,Apartment,3,1,2,gas,,unknown,,,,,Y,,,,,C74/C79,,,,,418,3 Bed Apartment For Sale,http://www.propertypal.com/30-st-johns-wharf-1-3-laganbank-road-belfast/332835,20160507
284463,"228 Ballysillan Road, Belfast",BT1,BT1 6QZ,POA,,,For sale,Semi-detached house,2,1,1,gas,,unknown,,,,,,Y,,Y,,D63/C75,,,,,148,2 Bed Semi-detached house For Sale,http://www.propertypal.com/228-ballysillan-road-belfast/284463,20160507
352489,"The Gallery, 65-71 Dublin Road, Belfast City Centre, Belfast",BT2,BT2 7SJ,115000,Offers over,,For sale,Apartment,1,,,,,unknown,,,,,Y,,,,,,,,,,258,1 Bed Apartment For Sale,http://www.propertypal.com/the-gallery-65-71-dublin-road-belfast-city-centre-belfast/352489,20160507
364435,"N8 Apt Central Park, 33 Alfred Street, Belfast",BT2,BT2 8ED,150000,Guide price,,For sale,Apartment,2,2,1,,,unknown,,,,,Y,,,,,,,,,,258,2 Bed Apartment For Sale,http://www.propertypal.com/n8-apt-central-park-33-alfred-street-belfast/364435,20160507
364140,"Apt 39, City Gate, Belfast",BT2,BT2 8LN,125000,Offers over,,For sale,Apartment,2,2,,,,unknown,,,,,Y,,,,,C77/C78,,,,,715,2 Bed Apartment For Sale,http://www.propertypal.com/apt-39-city-gate-belfast/364140,20160507
363339,"Apt 305 Margarita Plaza, 81 Adelaide Street, Belfast",BT2,BT2 8FF,134950,Asking price,,For sale,Apartment,2,2,1,gas,,unknown,,,,,,,,,,C76/B81,,,,,537,2 Bed Apartment For Sale,http://www.propertypal.com/apt-305-margarita-plaza-81-adelaide-street-belfast/363339,20160507
362314,"609 Margarita Plaza, Adelaide Street, Belfast",BT2,BT2 8FF,95000,Offers over,,For sale,Apartment,1,1,1,gas,,unknown,,,,,,,,,,,,,,,766,1 Bed Apartment For Sale,http://www.propertypal.com/609-margarita-plaza-adelaide-street-belfast/362314,20160507
355579,"Apt 901 Margarita Plaza, 81 Adelaide Street, Belfast",BT2,BT2 8FF,397500,Offers over,,For sale,Apartment,3,,1,gas,,unknown,,,,,Y,,,,,C73/C74,,,,,1.5k,3 Bed Apartment For Sale,http://www.propertypal.com/apt-901-margarita-plaza-81-adelaide-street-belfast/355579,20160507
355379,"10 The Winter Garden, 34 Alfred Street, Belfast",BT2,BT2 8EP,79950,Offers around,,For sale,Apartment,1,1,1,gas,,unknown,,,,,Y,Y,Y,,,B81/B81,,,,,640,1 Bed Apartment For Sale,http://www.propertypal.com/10-the-winter-garden-34-alfred-street-belfast/355379,20160507
360514,"The Arc, 8.04 Titanic Quarter, Belfast",BT3,BT3 9FG,174950,Offers around,,For sale,Apartment,2,2,1,gas,,unknown,,,,,Y,Y,,,,B83/B85,,,,,1k,2 Bed Apartment For Sale,http://www.propertypal.com/the-arc-804-titanic-quarter-belfast/360514,20160507
28,"Lagmore, Belfast",,,POA,,,,,,,,,,unknown,,,,Y,Y,Y,,Y,,,,,,,,8 new homes with 3-4 bedrooms For Sale,http://www.propertypal.com/lagmore-belfast/d28,20160507
364351,"7.19 The Arc, Titanic Quarter, Belfast",BT3,BT3 9FJ,215000,Offers around,,For sale,Apartment,2,,1,gas,,unknown,,,,,Y,Y,,,,B83/B86,,,,,652,2 Bed Apartment For Sale,http://www.propertypal.com/719-the-arc-titanic-quarter-belfast/364351,20160507
364104,"9-01 The Arc, 2I Queens Road, Titanic Quarter, Belfast",BT3,BT3 9FL,137500,Asking price,,For sale,Apartment,1,,1,gas,,unknown,,,,,Y,Y,,,,B83/B83,,,,,729,1 Bed Apartment For Sale,http://www.propertypal.com/9-01-the-arc-2i-queens-road-titanic-quarter-belfast/364104,20160507
361432,"8-01 The Arc, Titanic Quarter, Belfast, Belfast",BT3,BT3 9FG,174950,Offers around,,For sale,Apartment,2,,1,gas,double glazed windows,double,,,,,Y,Y,,,,B84/B86,,,,,1.1k,2 Bed Apartment For Sale,http://www.propertypal.com/8-01-the-arc-titanic-quarter-belfast-belfast/361432,20160507
358812,"6.36 The Arc, Titanic Quarter, Belfast",BT3,BT3 9FG,209950,Offers around,,For sale,Apartment,2,,1,gas,,unknown,,,,,Y,Y,,,,B85/B86,,,,,707,2 Bed Apartment For Sale,http://www.propertypal.com/636-the-arc-titanic-quarter-belfast/358812,20160507
358492,"6.21 The Arc, Titanic Quarter, Belfast",BT3,BT3 9FG,209995,Offers around,,For sale,Apartment,2,,1,gas,,unknown,,,,,Y,,,,,B83/B85,,,,,591,2 Bed Apartment For Sale,http://www.propertypal.com/621-the-arc-titanic-quarter-belfast/358492,20160507
358072,"7-18 Titanic Quarter The Arc, 2H Queens Road, Titanic Quarter, Belfast",BT3,BT3 9FJ,169950,Offers around,,For sale,Apartment,2,,1,gas,,unknown,,,,,Y,,,,,B84/B86,,185,,,743,2 Bed Apartment For Sale,http://www.propertypal.com/7-18-titanic-quarter-the-arc-2h-queens-road-titanic-quarter-belfast/358072,20160507
357204,"8 Quay Gate, Station Road, Belfast",BT3,BT3 9DA,106000,Asking price,,For sale,Apartment,1,1,1,gas,,unknown,,,,,Y,Y,,,,D63/C69,,,,,516,1 Bed Apartment For Sale,http://www.propertypal.com/8-quay-gate-station-road-belfast/357204,20160507
356827,"7-14 Titanic Quarter The Arc, 2H Queens Road, Titanic Quarter, Belfast",BT3,BT3 9FJ,195000,Offers around,,For sale,Apartment,2,,1,gas,,unknown,,,,,Y,,,,,B83/B86,,185,,,516,2 Bed Apartment For Sale,http://www.propertypal.com/7-14-titanic-quarter-the-arc-2h-queens-road-titanic-quarter-belfast/356827,20160507
350212,"75 Quay Gate, Belfast",BT3,BT3 9DA,130000,Offers around,,For sale,Apartment,2,2,1,gas,,unknown,,,,,Y,,,,,,,,,,431,2 Bed Apartment For Sale,http://www.propertypal.com/75-quay-gate-belfast/350212,20160507
344542,"9.33 The Arc, Belfast",BT3,BT3 9FL,209950,Offers around,,For sale,Apartment,2,2,,,,unknown,,,,,Y,,,,,B83/B86,,,,,217,2 Bed Apartment For Sale,http://www.propertypal.com/933-the-arc-belfast/344542,20160507
331379,"26 Quay Gate, Station Street, Belfast",BT3,BT3 9DA,130000,Offers around,,For sale,Apartment,2,2,1,gas,,unknown,,,,,Y,,,,,,,,,,292,2 Bed Apartment For Sale,http://www.propertypal.com/26-quay-gate-station-street-belfast/331379,20160507
328279,"The Arc, Queens Road, Titanic Quarter, Belfast",BT3,BT3 9FB,229950,Offers around,,For sale,Apartment,2,,,,pheonix gas heating and double glazed windows,double,,,,,,Y,,,,,,,,,745,2 Bed Apartment For Sale,http://www.propertypal.com/the-arc-queens-road-titanic-quarter-belfast/328279,20160507
359141,"4 Lacefield, Upper Newtownards Road, Belfast",BT4,BT4 3PA,419950,Asking price,,For sale,Semi-detached house,4,3,2,gas,,unknown,detached,single,detached,,Y,Y,,,,,"£1,994.03 pa",,,,1k,4 Bed Semi-detached house For Sale,http://www.propertypal.com/4-lacefield-upper-newtownards-road-belfast/359141,20160507
330091,"20 Castle Karia Manor, Stormont, Belfast",BT4,BT4 3QL,270000,Asking price,,For sale,Detached house,4,3,2,oil,,unknown,,,,Y,Y,Y,,,,E50/D65,"£1,885.26 pa",,,,1.5k,4 Bed Detached house For Sale,http://www.propertypal.com/20-castle-karia-manor-stormont-belfast/330091,20160507
364886,"49 Old Holywood Road, Belfast",BT4,BT4 2HJ,199950,Offers over,,For sale,Semi-detached house,2,,2,none,,unknown,,,,,,Y,,Y,,E51/D66,"£1,087.65 pa",,,,,2 Bed Semi-detached house For Sale,http://www.propertypal.com/49-old-holywood-road-belfast/364886,20160507
364856,"6 Ormiston Square, Belmont Road, Belfast",BT4,BT4 2RU,275000,Offers around,,For sale,Semi-detached house,4,,2,gas,,unknown,driveway leading to integral garage,single,integral,Y,Y,Y,,Y,,C69/C73,"£1,994.03 pa",,,,291,4 Bed Semi-detached house For Sale,http://www.propertypal.com/6-ormiston-square-belmont-road-belfast/364856,20160507
364818,"6 Earlswood Court, Kincora Avenue, Belfast",BT4,BT4 3DN,109500,Offers around,,For sale,Apartment,2,1,1,,economy 7 heating and double glazed windows,double,,,,,Y,,,,,,,,,,113,2 Bed Apartment For Sale,http://www.propertypal.com/6-earlswood-court-kincora-avenue-belfast/364818,20160507
364476,"2 Dundela Avenue, Belfast",BT4,BT4 3BQ,225000,Asking price,,For sale,Detached house,3,2,3,gas,three large double bedrooms on the first floor – two with lovely bay windows,double,,,,Y,Y,,,Y,Y,F36/E47,"£1,522.71 pa",,,,564,3 Bed Detached house For Sale,http://www.propertypal.com/2-dundela-avenue-belfast/364476,20160507
364395,"8 Massey Park, Belfast",BT4,BT4 2JX,375000,Offers over,,For sale,Detached house,4,,3,oil,,unknown,detached garage,single,detached,Y,Y,Y,,Y,,G15/D58,"£2,864.15 pa",,,,298,4 Bed Detached house For Sale,http://www.propertypal.com/8-massey-park-belfast/364395,20160507
364270,"20 Wandsworth Parade, Belfast",BT4,BT4 3FW,179950,Offers around,,For sale,Semi-detached house,3,2,2,oil,,unknown,,,,Y,Y,Y,,Y,,E46/D59,£906.38 pa,,,,413,3 Bed Semi-detached house For Sale,http://www.propertypal.com/20-wandsworth-parade-belfast/364270,20160507
364265,"Apt 8 8 Motelands, Belfast",BT4,BT4 2JH,249500,Offers over,,For sale,Apartment,2,2,1,gas,,unknown,,,,,Y,Y,,Y,,D59/D62,,,,,558,2 Bed Apartment For Sale,http://www.propertypal.com/apt-8-8-motelands-belfast/364265,20160507
364114,"66 Wandsworth Road, Belmont, Belfast",BT4,BT4 3LU,395000,Offers around,,For sale,Detached house,3,2,3,,gas fired central heating and majority double glazed windows,double,large garden in lawn and detached garage plus six car driveway,single,detached,Y,Y,Y,,,,E50/D65,"£2,320.32 pa",,,,805,3 Bed Detached house For Sale,http://www.propertypal.com/66-wandsworth-road-belmont-belfast/364114,20160507
364099,"1 Knockmarloch Park, Belfast",BT4,BT4 2LD,189950,Offers around,,For sale,Semi-detached house,3,,3,oil,,unknown,driveway leading to garage,single,detached,Y,Y,Y,,Y,Y,F29/D66,"£1,413.95 pa",,,,710,3 Bed Semi-detached house For Sale,http://www.propertypal.com/1-knockmarloch-park-belfast/364099,20160507
364051,"70 Sydenham Avenue, Belfast",BT4,BT4 2DS,159950,Asking price,,For sale,Semi-detached house,3,1,2,oil,,unknown,,,,Y,Y,Y,,,,E43/D67,£942.63 pa,,,,541,3 Bed Semi-detached house For Sale,http://www.propertypal.com/70-sydenham-avenue-belfast/364051,20160507
363925,"Apt 10 The Stables, 2 Cairnburn Gardens, Belfast",BT4,BT4 2HY,124500,Offers around,,For sale,Apartment,2,,1,,,unknown,,,,,Y,Y,,Y,,C71/C72,,,,,380,2 Bed Apartment For Sale,http://www.propertypal.com/apt-10-the-stables-2-cairnburn-gardens-belfast/363925,20160507
363910,"128 Old Holywood Road, Belfast",BT4,BT4 2HN,275000,Asking price,,For sale,Detached house,4,,2,none,lounge with floor to ceiling windows,unknown,detached double garage,double,detached,Y,Y,Y,,Y,,E53/D64,"£1,812.75 pa",,,,802,4 Bed Detached house For Sale,http://www.propertypal.com/128-old-holywood-road-belfast/363910,20160507
363836,"32 Denorrton Park, Belfast",BT4,BT4 1SF,325000,Offers around,,For sale,Detached house,4,,3,oil,,unknown,,,,Y,Y,Y,Y,,Y,D65/D67,"£1,776.50 pa",,,,778,4 Bed Detached house For Sale,http://www.propertypal.com/32-denorrton-park-belfast/363836,20160507
363635,"50 Nevis Avenue, Belmont, Belfast",BT4,BT4 3AD,99950,Price,,For sale,Terrace house,3,,1,oil,,unknown,,,,,,Y,,,,F36,,,,,392,3 Bed Terrace house For Sale,http://www.propertypal.com/50-nevis-avenue-belmont-belfast/363635,20160507
363382,"37 Larkfield Road, Belfast",BT4,BT4 1QE,89.95,Offers around,,For sale,Terrace house,3,,1,gas,,unknown,,,,Y,Y,Y,,Y,,D68/C72,£634.46 pa,,,,1k,3 Bed Terrace house For Sale,http://www.propertypal.com/37-larkfield-road-belfast/363382,20160507
362786,"52 Norwood Drive, Belmont, Belfast",BT4,BT4 2EB,269950,Offers around,,For sale,Semi-detached house,4,,2,gas,pvc external joinery for ease of maintenance plus double glazed windows in pvc frames,double,,,,,Y,Y,,,,C69/C70,"£1,377.69 pa",,,,790,4 Bed Semi-detached house For Sale,http://www.propertypal.com/52-norwood-drive-belmont-belfast/362786,20160507
362612,"138 Holywood Road, Belfast",BT4,BT4 1NY,159950,Asking price,,For sale,Semi-detached house,3,2,3,oil,oil fired central heating and double glazed windows,double,,,,Y,Y,Y,,,Y,E41/D60,"£1,015.14 pa",,,,995,3 Bed Semi-detached house For Sale,http://www.propertypal.com/138-holywood-road-belfast/362612,20160507
362527,"22 Brandon Parade, Sydenham, Belfast",BT4,BT4 1JH,89950,Offers around,,For sale,Apartment,2,,,gas,,unknown,,,,,,,,,,C72/C74,£543.82 pa,,,,564,2 Bed Apartment For Sale,http://www.propertypal.com/22-brandon-parade-sydenham-belfast/362527,20160507
362516,"140 Holywood Road, East Belfast, Belfast",BT4,BT4 1NY,85000,Offers over,,For sale,Terrace house,3,,,,,unknown,,,,,,Y,,,,F30/E49,£634.46 pa,,,,1.8k,3 Bed Terrace house For Sale,http://www.propertypal.com/140-holywood-road-east-belfast-belfast/362516,20160507
362411,"80 Oakland Avenue, Belfast",BT4,BT4 3BX,185000,Offers around,,For sale,Semi-detached house,3,,2,oil,,unknown,,,,Y,Y,Y,,,,E52/D60,"£1,015.14 pa",,,,1.1k,3 Bed Semi-detached house For Sale,http://www.propertypal.com/80-oakland-avenue-belfast/362411,20160507
362248,"13 Earlswood Park, Belfast",BT4,BT4 3ED,245500,Offers around,,For sale,Semi-detached house,3,1,2,,conservatory with double glazed windows,double,timber,single,detached,Y,Y,Y,,,Y,E48/D60,"£1,522.71 pa",,,,1k,3 Bed Semi-detached house For Sale,http://www.propertypal.com/13-earlswood-park-belfast/362248,20160507
361982,"54 Castlehill, Castlehill Road, Belfast",BT4,BT4 3GP,275000,Price,,For sale,Town House,4,,2,gas,,unknown,,,,Y,Y,Y,,,,C79/B82,,,,,633,4 Bed Town House For Sale,http://www.propertypal.com/54-castlehill-castlehill-road-belfast/361982,20160507
361923,"14 Clonallon Square, Belmont, Belfast",BT4,BT4 2JG,219950,Offers around,,For sale,Town House,4,2,1,,,unknown,,,,,Y,,,,,C72/C76,"£1,341.44 pa",,,,958,4 Bed Town House For Sale,http://www.propertypal.com/14-clonallon-square-belmont-belfast/361923,20160507
361882,"101 Connsbrook Avenue, Belfast",BT4,BT4 1JX,69950,Asking price,,For sale,Terrace house,2,,,,oil fired central heating and pvc double glazed windows,double,,,,,,Y,,Y,,E51/D59,£580.08 pa,,,,823,2 Bed Terrace house For Sale,http://www.propertypal.com/101-connsbrook-avenue-belfast/361882,20160507
361865,"26 Shaw Street, Belfast",BT4,BT4 1PT,89950,Price,,For sale,Terrace house,3,,1,gas,upvc double glazed windows frames and doors,double,,,,,,,,,,E53/D62,£598.21 pa,,,,600,3 Bed Terrace house For Sale,http://www.propertypal.com/26-shaw-street-belfast/361865,20160507
361799,"49 Cheviot Avenue, Holywood Road, Belfast",BT4,BT4 3AG,94950,Offers over,,For sale,Terrace house,2,1,1,oil,,unknown,,,,,,Y,,,,F26/D58,£561.95 pa,,,,829,2 Bed Terrace house For Sale,http://www.propertypal.com/49-cheviot-avenue-holywood-road-belfast/361799,20160507
361797,"Apt 1, Parkgate Place, Parkgate Avenue, Belfast",BT4,BT4 1JA,107500,Offers around,,For sale,Apartment,2,1,1,,upvc double glazed windows &amp; solid oak front door,double,,,,,Y,Y,,,,B81/B81,,,,,502,2 Bed Apartment For Sale,http://www.propertypal.com/apt-1-parkgate-place-parkgate-avenue-belfast/361797,20160507
361560,"62 Cheviot Avenue, Belfast",BT4,BT4 3AH,95000,Asking price,,For sale,Terrace house,3,1,1,gas,,unknown,,,,,,,,,,D55/D56,£580.08 pa,,,,566,3 Bed Terrace house For Sale,http://www.propertypal.com/62-cheviot-avenue-belfast/361560,20160507
361389,"13 Glenmillan Park, Belfast",BT4,BT4 2JE,299950,Offers around,,For sale,Detached house,4,,3,gas,,unknown,driveway to ample car parking and detached matching garage,single,detached,Y,Y,Y,,,,D62/D66,"£1,703.99 pa",,,,587,4 Bed Detached house For Sale,http://www.propertypal.com/13-glenmillan-park-belfast/361389,20160507
361350,"14 Ribble Street, Belfast",BT4,BT4 1HW,99950,Asking price,,For sale,Semi-detached house,,,,,double glazed windows and gas fired central heating,double,,,,,Y,Y,,,,C71/C77,£652.59 pa,,,,627,Semi-detached house For Sale,http://www.propertypal.com/14-ribble-street-belfast/361350,20160507
361324,"6 Campbell Chase, Belmont, Belfast",BT4,BT4 3PE,450000,Offers around,,For sale,Detached house,5,,,,,unknown,"well maintained front garden, private rear garden &amp; integral double garage",double,integral,Y,Y,Y,,Y,,,"£2,900.40 pa",,"2,600",,1.1k,5 Bed Detached house For Sale,http://www.propertypal.com/6-campbell-chase-belmont-belfast/361324,20160507
361146,"41 Carolhill Drive, Belmont, Belfast",BT4,BT4 2ST,184950,Offers around,,For sale,Semi-detached house,4,,,gas,,unknown,off street parking &amp; integral garage,single,integral,,Y,Y,,,,,,,,,1.2k,4 Bed Semi-detached house For Sale,http://www.propertypal.com/41-carolhill-drive-belmont-belfast/361146,20160507
361126,"9 Hawthornden Mews, Belfast",BT4,BT4 3PB,109950,Offers around,,For sale,Apartment,,,,none,,unknown,,,,,Y,,,,,D61/C71,£616.33 pa,,,,674,Apartment For Sale,http://www.propertypal.com/9-hawthornden-mews-belfast/361126,20160507
360997,"20 Parkgate Parade, Sydenham, Belfast",BT4,BT4 1ET,55000,Asking price,,For sale,Terrace house,2,,1,oil,,unknown,,,,,,Y,,,,C73/C78,£507.57 pa,,,,1k,2 Bed Terrace house For Sale,http://www.propertypal.com/20-parkgate-parade-sydenham-belfast/360997,20160507
360972,"6,15 Connsbrook Avenue, Belfast",BT4,BT4 1JW,80000,Offers around,,For sale,Apartment,2,1,1,gas,,unknown,,,,,,,,,,,,,,,998,2 Bed Apartment For Sale,http://www.propertypal.com/615-connsbrook-avenue-belfast/360972,20160507
360729,"15 Ranfurly Drive, Belmont Road, Belfast",BT4,BT4 2BE,149950,Asking price,,For sale,Town House,4,1,2,oil,,unknown,,,,,,Y,,,,F26/E44,£942.63 pa,,,,1k,4 Bed Town House For Sale,http://www.propertypal.com/15-ranfurly-drive-belmont-road-belfast/360729,20160507
360723,"54 Strandburn Drive, Belfast",BT4,BT4 1NB,74950,Offers around,,For sale,Terrace house,3,,1,oil,,unknown,,,,,,,,Y,,E53/D68,£598.21 pa,,,,1k,3 Bed Terrace house For Sale,http://www.propertypal.com/54-strandburn-drive-belfast/360723,20160507
360708,"36 Strandburn Park, Belfast",BT4,BT4 1ND,87950,Offers around,,For sale,Terrace house,3,,1,oil,,unknown,,,,,,Y,,Y,,F38/D65,£598.21 pa,,,,889,3 Bed Terrace house For Sale,http://www.propertypal.com/36-strandburn-park-belfast/360708,20160507
360585,"16 Ferguson Drive, Belmont, Belfast",BT4,BT4 2AZ,139950,Price,,For sale,Terrace house,4,,2,gas,,unknown,,,,,,,,,,F34,£942.63 pa,,,,895,4 Bed Terrace house For Sale,http://www.propertypal.com/16-ferguson-drive-belmont-belfast/360585,20160507
360472,"12 Clonallon Park, Belmont, Belfast",BT4,BT4 2BZ,229950,Offers around,,For sale,Semi-detached house,3,1,1,,gas fired central heating and pvc double glazed windows,double,detached garage and additional off street parking for two cars,single,detached,Y,Y,Y,,Y,,C69/C69,"£1,160.16 pa",,,,1k,3 Bed Semi-detached house For Sale,http://www.propertypal.com/12-clonallon-park-belmont-belfast/360472,20160507
360346,"9 Finchley Park, Belfast",BT4,BT4 2HZ,249950,Offers around,,For sale,Bungalow,3,,2,gas,,unknown,attached garage,single,attached,Y,Y,Y,,,,D61/C71,"£1,740.24 pa",,,,581,3 Bed Bungalow For Sale,http://www.propertypal.com/9-finchley-park-belfast/360346,20160507
360168,"53 Earlswood Road, Belfast",BT4,BT4 3EB,239950,Price,,For sale,Semi-detached house,3,,2,gas,upvc double glazed windows frames and doors,double,,,,Y,Y,Y,,Y,,D60/C70,"£1,486.46 pa",,,,961,3 Bed Semi-detached house For Sale,http://www.propertypal.com/53-earlswood-road-belfast/360168,20160507
